Algorithm;Dmin;Dmax;Cost;Time;Dimension;Density;File;
SplitsDimByDim;1;3;7295016258;0.0434464;20;39.3276;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_0_cos_like.txt
ConvexSplits;1;20;151032012;0.256322;20;39.3276;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_0_cos_like.txt
OneSideDimByDim;1;20;151032880;1.7889e-05;20;39.3276;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_0_cos_like.txt
SplitsDimByDim;1;3;4320621799;0.0434376;20;37.4655;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_1_cos_like.txt
ConvexSplits;1;20;91758095;0.24781;20;37.4655;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_1_cos_like.txt
OneSideDimByDim;1;20;91770630;2.4166e-05;20;37.4655;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_1_cos_like.txt
SplitsDimByDim;1;3;6042117976;0.058421;20;39.4828;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_2_cos_like.txt
ConvexSplits;1;20;130401115;0.185615;20;39.4828;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_2_cos_like.txt
OneSideDimByDim;1;20;130402827;1.7068e-05;20;39.4828;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_2_cos_like.txt
SplitsDimByDim;1;3;7812205394;0.0434991;20;38.8621;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_3_cos_like.txt
ConvexSplits;1;20;157230491;0.18412;20;38.8621;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_3_cos_like.txt
OneSideDimByDim;1;20;157267809;1.5261e-05;20;38.8621;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_3_cos_like.txt
SplitsDimByDim;1;3;6261477451;0.0429083;20;38.5172;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_4_cos_like.txt
ConvexSplits;1;20;124652454;0.184416;20;38.5172;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_4_cos_like.txt
OneSideDimByDim;1;20;124652463;2.0533e-05;20;38.5172;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_20_4_cos_like.txt
SplitsDimByDim;1;3;7693929173;0.0664067;30;38.2955;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_4_cos_like.txt
ConvexSplits;1;30;166585353;1.67427;30;38.2955;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_4_cos_like.txt
OneSideDimByDim;1;30;166585456;4.5029e-05;30;38.2955;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_4_cos_like.txt
SplitsDimByDim;1;3;12171863571;0.0677819;30;38.8295;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_3_cos_like.txt
ConvexSplits;1;30;248481800;1.71139;30;38.8295;/home/brice/Bureau/L3/OptiTenseurs/instances/trial_cos_like/instance_30_3_cos_like.txt
